Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Time required to start a business (days),IC.REG.DURS,Afghanistan,AFG,..,..,9.5,9.5,6.5,8.5,8.5,8.5,8.5,8.5,8.5,..
Time required to start a business (days),IC.REG.DURS,Albania,ALB,..,..,6,5,5,5,5,5,5,4.5,4.5,..
Time required to start a business (days),IC.REG.DURS,Algeria,DZA,..,..,22,22,22,20,18,18,18,18,18,..
Time required to start a business (days),IC.REG.DURS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Angola,AGO,..,..,66,66,66,66,36,36,36,36,36,..
Time required to start a business (days),IC.REG.DURS,Antigua and Barbuda,ATG,..,..,22,22,22,22,22,22,22,22,19,..
Time required to start a business (days),IC.REG.DURS,Argentina,ARG,..,..,24.5,24.5,24.5,24.5,24.5,24.5,24.5,11,11.5,..
Time required to start a business (days),IC.REG.DURS,Armenia,ARM,..,..,8,8,5,5,5,5,5,4,4,..
Time required to start a business (days),IC.REG.DURS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Australia,AUS,..,..,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,..
Time required to start a business (days),IC.REG.DURS,Austria,AUT,..,..,25,25,25,22,22,21,21,21,21,..
Time required to start a business (days),IC.REG.DURS,Azerbaijan,AZE,..,..,8,8,7,5.5,3.5,3.5,3.5,3.5,3.5,..
Time required to start a business (days),IC.REG.DURS,"Bahamas, The",BHS,..,..,23.5,23.5,23.5,23.5,28.5,21.5,21.5,21.5,11.5,..
Time required to start a business (days),IC.REG.DURS,Bahrain,BHR,..,..,9.3,9.3,9.3,9.3,9.4,8.3,8.3,8.3,8.3,..
Time required to start a business (days),IC.REG.DURS,Bangladesh,BGD,..,..,..,..,21.8,19.5,19.5,19.5,19.5,19.5,19.5,..
Time required to start a business (days),IC.REG.DURS,Barbados,BRB,..,..,18,18,18,19,19,16,16,16,16,..
Time required to start a business (days),IC.REG.DURS,Belarus,BLR,..,..,13,13,12,12,9,9,9,9,8.5,..
Time required to start a business (days),IC.REG.DURS,Belgium,BEL,..,..,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5,..
Time required to start a business (days),IC.REG.DURS,Belize,BLZ,..,..,43,43,43,43,43,43,48,48,48,..
Time required to start a business (days),IC.REG.DURS,Benin,BEN,..,..,32.5,29.5,18.5,12.5,12.5,8.5,8.5,8.5,8.5,..
Time required to start a business (days),IC.REG.DURS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Bhutan,BTN,..,..,35,35,30,15,15,15,12,12,12,..
Time required to start a business (days),IC.REG.DURS,Bolivia,BOL,..,..,49,49,49,49,49,45,41,39.5,39.5,..
Time required to start a business (days),IC.REG.DURS,Bosnia and Herzegovina,BIH,..,..,85,82,82,82,82,80,80,80,80,..
Time required to start a business (days),IC.REG.DURS,Botswana,BWA,..,..,40,40,41,48,48,48,48,48,48,..
Time required to start a business (days),IC.REG.DURS,Brazil,BRA,..,..,..,..,86.6,83.6,86,82.5,82.5,20.1,16.6,..
Time required to start a business (days),IC.REG.DURS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Brunei Darussalam,BRN,..,..,104.5,104.5,104.5,104.5,14.5,14.5,12.5,5.5,5.5,..
Time required to start a business (days),IC.REG.DURS,Bulgaria,BGR,..,..,25,25,25,25,25,23,23,23,23,..
Time required to start a business (days),IC.REG.DURS,Burkina Faso,BFA,..,..,13,13,13,13,13,13,13,13,13,..
Time required to start a business (days),IC.REG.DURS,Burundi,BDI,..,..,13,7,5,5,4,4,4,5,5,..
Time required to start a business (days),IC.REG.DURS,Cabo Verde,CPV,..,..,18,18,18,18,18,18,18,18,9,..
Time required to start a business (days),IC.REG.DURS,Cambodia,KHM,..,..,102,102,101,101,87,99,99,99,99,..
Time required to start a business (days),IC.REG.DURS,Cameroon,CMR,..,..,16.5,16.5,16.5,16.5,16.5,16.5,16.5,13.5,13.5,..
Time required to start a business (days),IC.REG.DURS,Canada,CAN,..,..,5.5,5.5,5.5,5.5,1.5,1.5,1.5,1.5,1.5,..
Time required to start a business (days),IC.REG.DURS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Central African Republic,CAF,..,..,22,22,22,22,22,22,22,22,22,..
Time required to start a business (days),IC.REG.DURS,Chad,TCD,..,..,53,60,60,60,60,60,60,58,58,..
Time required to start a business (days),IC.REG.DURS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Chile,CHL,..,..,9.5,7.5,7.5,7.5,7.5,7.5,7.5,6,4,..
Time required to start a business (days),IC.REG.DURS,China,CHN,..,..,..,..,32.3,29.3,29.3,26.9,22.9,8.5,8.5,..
Time required to start a business (days),IC.REG.DURS,Colombia,COL,..,..,11,12,12,12,12,11,11,11,10,..
Time required to start a business (days),IC.REG.DURS,Comoros,COM,..,..,22,20,16,16,16,16,16,16,16,..
Time required to start a business (days),IC.REG.DURS,"Congo, Dem. Rep.",COD,..,..,65.5,58.5,31.5,16.5,11.5,11.5,7,7,7,..
Time required to start a business (days),IC.REG.DURS,"Congo, Rep.",COG,..,..,158.5,158.5,98.5,50.5,50.5,50.5,49.5,49.5,49.5,..
Time required to start a business (days),IC.REG.DURS,Costa Rica,CRI,..,..,73.5,57.5,23,23,23,22.5,22.5,23,23,..
Time required to start a business (days),IC.REG.DURS,Cote d'Ivoire,CIV,..,..,32,32,8,7,7,7,8,6,6,..
Time required to start a business (days),IC.REG.DURS,Croatia,HRV,..,..,20,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,..
Time required to start a business (days),IC.REG.DURS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Cyprus,CYP,..,..,8,8,8,8,8,6,6,6,6,..
Time required to start a business (days),IC.REG.DURS,Czech Republic,CZE,..,..,30.5,30.5,30.5,30.5,30.5,24.5,24.5,24.5,24.5,..
Time required to start a business (days),IC.REG.DURS,Denmark,DNK,..,..,6,6,6,6,3.5,3.5,3.5,3.5,3.5,..
Time required to start a business (days),IC.REG.DURS,Djibouti,DJI,..,..,37,37,17,14,14,14,14,14,14,..
Time required to start a business (days),IC.REG.DURS,Dominica,DMA,..,..,12,12,12,12,12,12,12,12,12,..
Time required to start a business (days),IC.REG.DURS,Dominican Republic,DOM,..,..,14.5,14.5,14.5,14.5,14.5,18.5,16.5,16.5,16.5,..
Time required to start a business (days),IC.REG.DURS,Ecuador,ECU,..,..,55.5,55.5,55.5,55.5,50.5,48.5,48.5,48.5,48.5,..
Time required to start a business (days),IC.REG.DURS,"Egypt, Arab Rep.",EGY,..,..,12.5,12.5,12.5,12.5,16.5,16.5,16.5,11.5,12.5,..
Time required to start a business (days),IC.REG.DURS,El Salvador,SLV,..,..,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,..
Time required to start a business (days),IC.REG.DURS,Equatorial Guinea,GNQ,..,..,150,150,150,150,150,149,33,33,33,..
Time required to start a business (days),IC.REG.DURS,Eritrea,ERI,..,..,84,84,84,84,84,84,84,84,84,..
Time required to start a business (days),IC.REG.DURS,Estonia,EST,..,..,6.5,6.5,6.5,4.5,3.5,3.5,3.5,3.5,3.5,..
Time required to start a business (days),IC.REG.DURS,Eswatini,SWZ,..,..,56,56,38,30,30,30,30,30,21.5,..
Time required to start a business (days),IC.REG.DURS,Ethiopia,ETH,..,..,40,40,39,39,35,35,33,32,32,..
Time required to start a business (days),IC.REG.DURS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Fiji,FJI,..,..,44,58,58,58,58,40,40,40,40,..
Time required to start a business (days),IC.REG.DURS,Finland,FIN,..,..,17,17,17,17,17,17,17,17,13,..
Time required to start a business (days),IC.REG.DURS,France,FRA,..,..,6.5,6.5,6.5,4.5,4,3.5,3.5,3.5,4,..
Time required to start a business (days),IC.REG.DURS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Gabon,GAB,..,..,54,54,47,47,47,47,33,31,10,..
Time required to start a business (days),IC.REG.DURS,"Gambia, The",GMB,..,..,27,27,27,26,25,25,25,25,8,..
Time required to start a business (days),IC.REG.DURS,Georgia,GEO,..,..,2,2,2,2,2,2,2,2,1,..
Time required to start a business (days),IC.REG.DURS,Germany,DEU,..,..,14.5,14.5,14.5,14.5,10.5,8,8,8,8,..
Time required to start a business (days),IC.REG.DURS,Ghana,GHA,..,..,11,11,14,14,14,14,14,14,13,..
Time required to start a business (days),IC.REG.DURS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Greece,GRC,..,..,11,11,14,13,13,13,12.5,12.5,4,..
Time required to start a business (days),IC.REG.DURS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Grenada,GRD,..,..,14,14,15,15,15,15,15,15,12,..
Time required to start a business (days),IC.REG.DURS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Guatemala,GTM,..,..,36,36,26.5,26.5,26.5,26.5,26.5,15,15,..
Time required to start a business (days),IC.REG.DURS,Guinea,GIN,..,..,40,43,23,15,15,15,15,15,15,..
Time required to start a business (days),IC.REG.DURS,Guinea-Bissau,GNB,..,..,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,..
Time required to start a business (days),IC.REG.DURS,Guyana,GUY,..,..,19,18,18,18,18,18,18,18,18,..
Time required to start a business (days),IC.REG.DURS,Haiti,HTI,..,..,134,134,97,97,97,97,97,97,97,..
Time required to start a business (days),IC.REG.DURS,Honduras,HND,..,..,43,43,43,43,41,42,42,42,42,..
Time required to start a business (days),IC.REG.DURS,"Hong Kong SAR, China",HKG,..,..,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,..
Time required to start a business (days),IC.REG.DURS,Hungary,HUN,..,..,5,7,7,7,7,7,7,7,7,..
Time required to start a business (days),IC.REG.DURS,Iceland,ISL,..,..,4.5,4.5,4.5,12,12,11.5,11.5,11.5,11.5,..
Time required to start a business (days),IC.REG.DURS,India,IND,..,..,..,..,32.7,35,30,28.5,29.8,16.5,17.5,..
Time required to start a business (days),IC.REG.DURS,Indonesia,IDN,..,..,..,..,77,53.9,49.3,26.3,24.5,21,12.6,..
Time required to start a business (days),IC.REG.DURS,"Iran, Islamic Rep.",IRN,..,..,64.5,73.5,73.5,72.5,72.5,72.5,72.5,72.5,72.5,..
Time required to start a business (days),IC.REG.DURS,Iraq,IRQ,..,..,30.5,27.5,27.5,27.5,34.5,34.5,26.5,26.5,26.5,..
Time required to start a business (days),IC.REG.DURS,Ireland,IRL,..,..,19,16,16,12,12,11,11,11,11,..
Time required to start a business (days),IC.REG.DURS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Israel,ISR,..,..,18,19,12,12,12,11,11,11,11,..
Time required to start a business (days),IC.REG.DURS,Italy,ITA,..,..,12.5,12.5,12.5,11.5,11,11,11,11,11,..
Time required to start a business (days),IC.REG.DURS,Jamaica,JAM,..,..,7,7,6,15,3,10,3,3,3,..
Time required to start a business (days),IC.REG.DURS,Japan,JPN,..,..,..,..,11.6,11.1,11.2,11.1,11.1,11.1,11.1,..
Time required to start a business (days),IC.REG.DURS,Jordan,JOR,..,..,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,..
Time required to start a business (days),IC.REG.DURS,Kazakhstan,KAZ,..,..,25,25,18,16,11,9,9,5,5,..
Time required to start a business (days),IC.REG.DURS,Kenya,KEN,..,..,35,34,34,32,28,22,23,23,23,..
Time required to start a business (days),IC.REG.DURS,Kiribati,KIR,..,..,31,31,31,31,31,31,31,31,31,..
Time required to start a business (days),IC.REG.DURS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,"Korea, Rep.",KOR,..,..,9,8,8,8,8,8,8,8,8,..
Time required to start a business (days),IC.REG.DURS,Kosovo,XKX,..,..,58,51,29,10,10,6,5.5,5.5,4.5,..
Time required to start a business (days),IC.REG.DURS,Kuwait,KWT,..,..,32.4,32.4,32.4,31.4,31.4,61.4,38.4,35.4,19.4,..
Time required to start a business (days),IC.REG.DURS,Kyrgyz Republic,KGZ,..,..,14,14,10,10,10,10,10,10,10,..
Time required to start a business (days),IC.REG.DURS,Lao PDR,LAO,..,..,78,88,88,88,187,174,174,174,173,..
Time required to start a business (days),IC.REG.DURS,Latvia,LVA,..,..,15.5,15.5,12.5,12.5,5.5,5.5,5.5,5.5,5.5,..
Time required to start a business (days),IC.REG.DURS,Lebanon,LBN,..,..,15,15,15,15,15,15,15,15,15,..
Time required to start a business (days),IC.REG.DURS,Lesotho,LSO,..,..,39,29,29,29,29,29,29,29,15,..
Time required to start a business (days),IC.REG.DURS,Liberia,LBR,..,..,7,7,6,6,6,6,6,18,18,..
Time required to start a business (days),IC.REG.DURS,Libya,LBY,..,..,..,35,35,35,35,35,35,35,35,..
Time required to start a business (days),IC.REG.DURS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,46,46,..
Time required to start a business (days),IC.REG.DURS,Lithuania,LTU,..,..,22,19.5,8.5,5.5,5.5,5.5,5.5,5.5,5.5,..
Time required to start a business (days),IC.REG.DURS,Luxembourg,LUX,..,..,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,..
Time required to start a business (days),IC.REG.DURS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Madagascar,MDG,..,..,12,12,12,12,13,12,8,8,8,..
Time required to start a business (days),IC.REG.DURS,Malawi,MWI,..,..,36,37,40,38,38,37,37,37,37,..
Time required to start a business (days),IC.REG.DURS,Malaysia,MYS,..,..,8.5,9.5,9.5,7.5,7.5,23.5,23.5,13.5,17.5,..
Time required to start a business (days),IC.REG.DURS,Maldives,MDV,..,..,12,12,12,12,12,12,12,12,12,..
Time required to start a business (days),IC.REG.DURS,Mali,MLI,..,..,8,8,11,11,8.5,8.5,11,11,11,..
Time required to start a business (days),IC.REG.DURS,Malta,MLT,..,..,38.5,38.5,38.5,33.5,28,26,16,16,20.5,..
Time required to start a business (days),IC.REG.DURS,Marshall Islands,MHL,..,..,17,17,17,17,17,17,17,17,17,..
Time required to start a business (days),IC.REG.DURS,Mauritania,MRT,..,..,19,19,19,8,8,8,6,6,6,..
Time required to start a business (days),IC.REG.DURS,Mauritius,MUS,..,..,6.5,6.5,6.5,6.5,6.5,6.5,5.5,5,4.5,..
Time required to start a business (days),IC.REG.DURS,Mexico,MEX,..,..,..,..,8.4,8.4,8.4,8.4,8.4,8.4,8.4,..
Time required to start a business (days),IC.REG.DURS,"Micronesia, Fed. Sts.",FSM,..,..,16,16,16,16,16,16,16,16,16,..
Time required to start a business (days),IC.REG.DURS,Moldova,MDA,..,..,9,9,7,7,6,6,5,4,4,..
Time required to start a business (days),IC.REG.DURS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Mongolia,MNG,..,..,17,16,16,16,12,12,12,12,12,..
Time required to start a business (days),IC.REG.DURS,Montenegro,MNE,..,..,12,12,12,12,12,12,12,12,12,..
Time required to start a business (days),IC.REG.DURS,Morocco,MAR,..,..,12,12,11.5,11.5,10.5,10,9,9,9,..
Time required to start a business (days),IC.REG.DURS,Mozambique,MOZ,..,..,21,21,21,21,21,21,17,17,17,..
Time required to start a business (days),IC.REG.DURS,Myanmar,MMR,..,..,..,77,77,77,16,14,14,14,7,..
Time required to start a business (days),IC.REG.DURS,Namibia,NAM,..,..,66,66,66,66,66,66,54,54,54,..
Time required to start a business (days),IC.REG.DURS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Nepal,NPL,..,..,29,29,17,17,17,17,18.5,18.5,22.5,..
Time required to start a business (days),IC.REG.DURS,Netherlands,NLD,..,..,8,5,4,3.5,3.5,3.5,3.5,3.5,3.5,..
Time required to start a business (days),IC.REG.DURS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,New Zealand,NZL,..,..,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,..
Time required to start a business (days),IC.REG.DURS,Nicaragua,NIC,..,..,39,39,37,14,14,14,14,14,14,..
Time required to start a business (days),IC.REG.DURS,Niger,NER,..,..,18,18,18,16,16,11,8,10,10,..
Time required to start a business (days),IC.REG.DURS,Nigeria,NGA,..,..,..,..,30.3,30.3,30.3,24.9,18.9,10.9,7.2,..
Time required to start a business (days),IC.REG.DURS,North Macedonia,MKD,..,..,16,15,15,15,15,15,15,15,15,..
Time required to start a business (days),IC.REG.DURS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,Norway,NOR,..,..,6,6,6,5,4,4,4,4,4,..
Time required to start a business (days),IC.REG.DURS,Oman,OMN,..,..,9.3,9.3,9.3,9.3,9.3,7.3,4.3,4.3,4.3,..
Time required to start a business (days),IC.REG.DURS,Pakistan,PAK,..,..,..,..,20,20,20,20,19.5,16.5,16.5,..
Time required to start a business (days),IC.REG.DURS,Palau,PLW,..,..,28,28,28,28,28,28,28,28,28,..
Time required to start a business (days),IC.REG.DURS,Panama,PAN,..,..,8,7,6,6,6,6,6,6,6,..
Time required to start a business (days),IC.REG.DURS,Papua New Guinea,PNG,..,..,52,52,53,53,53,41,41,41,41,..
Time required to start a business (days),IC.REG.DURS,Paraguay,PRY,..,..,35,35,35,35,35,35,35,35,35,..
Time required to start a business (days),IC.REG.DURS,Peru,PER,..,..,41.5,41.5,41.5,41.5,41.5,41,41,26,26,..
Time required to start a business (days),IC.REG.DURS,Philippines,PHL,..,..,28,28,28,26,25,25,39,34,33,..
Time required to start a business (days),IC.REG.DURS,Poland,POL,..,..,39,39,37,37,37,37,37,37,37,..
Time required to start a business (days),IC.REG.DURS,Portugal,PRT,..,..,7,7,6,6,6,6,6.5,6.5,6.5,..
